"","text","n"
"1","the river swere",7
"2","barford st michael",2
"3","10 12 split dem dirty bitches",1
"4","10x8 ei 64 13 f45 15mm front fall stearman sp810 pyrocat",1
"5","3pm  chamonix",1
"6","50 045 hard grad",1
"7","810v rodenstock aposironar",1
"8","855  acetic acid",1
"9","a back formation",1
"10","a col sweora",1
"11","a fckn river den",1
"12","a new person",1
"13","a small village",1
"14","a swere line",1
"15","a whole river",1
"16","about five mies",1
"17","all its detail chamonix",1
"18","an ancient collapsed tree",1
"19","an authentic record",1
"20","barford st john",1
"21","cap jack river song",1
"22","catch cat fish lol",1
"23","f8 ilford fp4",1
"24","first demin pair",1
"25","its all good 503 swerveswerve rightttttttt swerve",1
"26","its not the 15th pair",1
"27","its so wierd",1
"28","jaw  cunnnnnnnnnnt",1
"29","river island jeans",1
"30","river swere oxfordshire",1
"31","river wood swervelake wood swervetg swevre 5th ward swere",1
"32","swere great collaboration",1
"33","swere mogol river",1
"34","the bloxham road",1
"35","the dress pixie",1
"36","the erlk river intake",1
"37","the fuckin nile river",1
"38","the nanniken river",1
"39","the north bank",1
"40","the place name",1
"41","the river boys",1
"42","the river cherwell",1
"43","the river name",1
"44","the river street ps",1
"45","the south bank",1
"46","the suspected cause",1
"47","the swere blockage",1
"48","the thames deddington oxfordshire",1
"49","wit da boys",1
"50","y le sa mohwetsa",1
