"","text","n"
"1","haseley brook ward",3
"2","the cons majority",3
"3","local election yday",2
"4","a huge effect",1
"5","bob massie candidate",1
"6","con hold",1
"7","con hold  brook",1
"8","haseley brook s oxfordshire",1
"9","haseley brook south oxfordshire",1
"10","her spirit award",1
"11","his distinguished alumni award",1
"12","meopham north gravesham",1
"13","the full results",1
"14","the haseley brook",1
"15","the haseley brook public meeting",1
"16","the haseley brook ward visit",1
"17","the river thame catchment",1
"18","the uncontested haseley brook s oxon hold",1
"19","the upcoming council elections",1
"20","uncontested ill map",1
"21","what haseley brook action group",1
