"","text","n"
"1","cornbury park charlbury",4
"2","a calm lake",1
"3","a crisp cool lake",1
"4","a fishing lake",1
"5","a frosty walk",1
"6","a lake swim",1
"7","a row boat",1
"8","a sudden lovely memory",1
"9","an atmospheric shot",1
"10","cornbury house deer park",1
"11","cornbury park",1
"12","cornbury park lake",1
"13","decorating cornbury parks",1
"14","near cornbury park",1
"15","new years resolution",1
"16","our brand ambassadors",1
"17","superior cornbury park",1
"18","that lubberly lake",1
"19","the lake wildernesshq",1
"20","the lush surroundings",1
"21","the nyetimber hideaway",1
"22","this horrible lot",1
