"","text","n"
"1","the river cherwell",1131
"2","flood alert river cherwell",484
"3","the cherwell river",79
"4","flood warning river cherwell",44
"5","the environment agency",39
"6","normal river cherwell",35
"7","a flood warning",34
"8","the oxford canal",27
"9","the oxford area",25
"10","the river thames",25
"11","the tranquil setting",23
"12","the river cherwell oxford",22
"13","a flood alert",20
"14","calliope river boyne river baffle creek kolan river burnett river burrum",20
"15","river cherwell",20
"16","final flood warning",18
"17","river cherwell oxford",18
"18","river noosa river sunshine coast rivers",17
"19","the day river cherwell",16
"20","burnett river burrum",15
"21","mary river noosa river sunshine coast rivers",15
"22","a flood alert notice",12
"23","river cherwell bicester",12
"24","the flood alerts",12
"25","update flood alerts",12
"26","a photo  river cherwell",11
"27","christ church meadow",11
"28","flood warning but river levels",11
"29","river cherwell oxford england",11
"30","latest river warnings",10
"31","magdalen bridge oxford",10
"32","the  agency",10
"33","the burrum river",10
"34","the cherwell boathouse",10
"35","the river ray",10
"36","to cherwell bridge",10
"37","311235 est flood warning",9
"38","a market town",9
"39","a mill house",9
"40","the oxford canal and river cherwell",9
"41","the university parks",9
"42","plane creek calliope river boyne river baffle creek kolan river burnett river burrum",8
"43","river noosa river",8
"44","the civil parish",8
"45","the nerang and coomera rivers",8
"46","415pm 10032016 river cherwell",7
"47","allthingseurope river cherwell oxford england",7
"48","cherwell boathouse oxford",7
"49","magdalen college oxford",7
"50","new flood alert",7
"51","sliding door system",7
"52","the cherwell valley",7
"53","the victoria arms",7
"54","the village pub",7
"55","the zambezi river",7
"56","three size widths",7
"57","400pm  tickets",6
"58","a general flood risk policy requirement",6
"59","disused rail bridge",6
"60","initial minor flood warning",6
"61","initial moderate flood warning",6
"62","oxford city council",6
"63","river cherwell flooding",6
"64","swollen river cherwell",6
"65","the botanical gardens",6
"66","the cherwell river oxford",6
"67","the major tributaries",6
"68","1110am 17012016 river cherwell",5
"69","217pm 14032016 river cherwell",5
"70","746am 08022016 river cherwell",5
"71","930am 13022016 river cherwell",5
"72","clear safety glass",5
"73","flood alert 805pm 09032016 river cherwell",5
"74","rising flood waters",5
"75","the elliott river catchment",5
"76","the other side",5
"77","1023am 01042016 river cherwell",4
"78","248pm 11032016 river cherwell",4
"79","943am 10032016 river cherwell",4
"80","a deer park",4
"81","a delicious meal",4
"82","a detailed method statement",4
"83","a gorgeous day",4
"84","a great day",4
"85","a large village",4
"86","a new bridge",4
"87","a planting area",4
"88","a socially distant comedy show",4
"89","cherwell boathouse",4
"90","cherwell cats protection",4
"91","cherwell windrush and ock flood alerts",4
"92","city council flood risk policy",4
"93","college riverside development",4
"94","double pocket river cottage oak",4
"95","first friday photowalk",4
"96","flood alert 352pm 02012016 river cherwell",4
"97","flood alert 827pm 29032016 river cherwell",4
"98","lady margaret hall",4
"99","mighty african river",4
"100","oxford kayak tours",4
"101","oxford university parks",4
"102","oxfords river cherwell",4
"103","photo allthingseurope river cherwell oxford england",4
"104","preseed coil rolls",4
"105","river cherwell flooding boaters",4
"106","river thames cherwell windrush",4
"107","spiceball leisure centre",4
"108","the  front",4
"109","the bayswater brook",4
"110","the cherwell school",4
"111","the first time",4
"112","the oxford flickr",4
"113","the permit application process",4
"114","the riverside pavilion",4
"115","the suspicious item",4
"116","valley police officers",4
"117","021843 est initial moderate flood warning",3
"118","041731 est initial minor flood warning",3
"119","1223pm 10022016 river cherwell",3
"120","18 oxford canal navigation open towpath",3
"121","292240 est initial flood warning",3
"122","30 minute fire",3
"123","944am 11032016 river cherwell",3
"124","a 46yearold woman",3
"125","a civil rural community",3
"126","a historic market town",3
"127","a leisurely punt",3
"128","a major tributary",3
"129","a picturesque footpath",3
"130","a regular basis",3
"131","a small island",3
"132","a small winding river",3
"133","a special day",3
"134","a unique performance",3
"135","a wonderfully relaxing  paddle",3
"136","an exciting challenge",3
"137","an iconic oxford punt station",3
"138","an idyllic setting",3
"139","any riverside development",3
"140","australian government bureau",3
"141","caution bruce highway",3
"142","christ church meado",3
"143","christ church meadow oxford",3
"144","flood alert 426pm 07022016 river cherwell",3
"145","force 651pm 11032016 river cherwell",3
"146","grandmother ann powles",3
"147","its a particularly english delight",3
"148","localised flooding  catchments",3
"149","lower heyford oxfordshire",3
"150","magdalen bridge areas",3
"151","margaret christie celia sisam",3
"152","mental health problems",3
"153","my second gig",3
"154","news flood warning",3
"155","os grid reference",3
"156","oxford  river cherwell",3
"157","oxford botanic garden",3
"158","oxford river cherwell",3
"159","river cherwell christ church meadow oxford",3
"160","river cherwell departing cherwell boathouse oxford",3
"161","river cherwell family car crash",3
"162","shipton weir lock",3
"163","single pocket river cottage oak",3
"164","st hildas college",3
"165","stunning river cherwell",3
"166","the  directory",3
"167","the beautiful river cherwell",3
"168","the botanic garden",3
"169","the burrum and cherwell rivers",3
"170","the burrum and cherwell rivers catchments",3
"171","the burrum cherwell river",3
"172","the cherwell river william turner",3
"173","the city centre",3
"174","the elliot gregory",3
"175","the famous river cherwell",3
"176","the first two volumes",3
"177","the frozen river cherwell",3
"178","the last glimpses",3
"179","the lower garden",3
"180","the pub garden",3
"181","the river bank",3
"182","the river cherwell charwell",3
"183","the river cherwells",3
"184","the upper river",3
"185","this film clip",3
"186","warnings river thames",3
"187","<u+0001f324><u+0001f6a3><u+0001f3fd><u+0001f333>  river cherwell",2
"188",">  river cherwell",2
"189","010924 est flood warning",2
"190","131940mwfwb qld cherwellbruce highway",2
"191","2 bedrooms",2
"192","21 january ad",2
"193","312042 est flood warning",2
"194","4 great views river cherwell",2
"195","40 new jobs",2
"196","55yearold claudia easom",2
"197","81yearold frank markham",2
"198","a  playlist",2
"199","a  sandle",2
"200","a black swan",2
"201","a boat cruise",2
"202","a cycle ride",2
"203","a lot lot more jean stone",2
"204","a lovely sunday",2
"205","a lovely walk",2
"206","a missing man",2
"207","a mixed practice",2
"208","a punt <u+0001f6f6",2
"209","a quick drawing",2
"210","a quiet saturday afternoon",2
"211","a secluded area",2
"212","a swollen river cherwell",2
"213","a swollen river cherwell t",2
"214","a timelapse narrowboat trip",2
"215","a very high river cherwell",2
"216","a virtual journey",2
"217","all this rain",2
"218","an actual place",2
"219","an epileptic fit and lost control",2
"220","an idyllic location",2
"221","artist valerie petts",2
"222","aynho weir lock",2
"223","black dog drinks",2
"224","busy student night life",2
"225","castle quay waterfront",2
"226","cherwell boathouse iconic punt station",2
"227","cherwell river oxford",2
"228","christ church regatta",2
"229","delicious coffees teas",2
"230","excellent family home",2
"231","farmland and lowlying areas",2
"232","fire and rescue service",2
"233","flood alert 727pm 08032016 river cherwell",2
"234","foto couple kissing",2
"235","foto visitheworld river cherwell",2
"236","great food trip terry",2
"237","half mile b4 river cherwell sign",2
"238","her own life",2
"239","heyford bridge story",2
"240","important flooding info",2
"241","its a beautiful day",2
"242","its picturesque canals",2
"243","its pronounced charwell",2
"244","its the river cherwell",2
"245","jericho coffee traders",2
"246","jmw turners painting",2
"247","just ducks    river cherwell",2
"248","just some gulls",2
"249","latest flood info",2
"250","latest river heights",2
"251","magdalen bridge",2
"252","magdalen bridge pic",2
"253","magdalen college",2
"254","magdalen college oxford england",2
"255","marston ferry road",2
"256","more photos",2
"257","my favourite places",2
"258","my local river",2
"259","new post river cherwell",2
"260","new river crossing",2
"261","new spawning grounds",2
"262","new vlog river cherwell kayaking trip uk  lockdown vlog",2
"263","no traffic diversions",2
"264","old marston oxford",2
"265","one duck river cherwell",2
"266","other  tributaries",2
"267","our flooding page",2
"268","oxford cherwell river",2
"269","oxford city centre",2
"270","oxford uni parks",2
"271","oxford united kingdom",2
"272","oxford woman lorraine easom",2
"273","oxfords beautiful river cherwell",2
"274","parsons pleasure bathing place",2
"275","parsons pleasure oxford",2
"276","punt river cherwell",2
"277","red  oxford",2
"278","river cherwell april",2
"279","river cherwell borders",2
"280","river cherwell christ church meadow",2
"281","river cherwell floods",2
"282","river cherwell oxford canal",2
"283","river cherwell police",2
"284","spiceball footbridge  banbury  river cherwell",2
"285","spiceball footbridge  banbury  river cherwell  castle river bridge",2
"286","spiceball park banbury",2
"287","spires  river cherwell",2
"288","such a beautiful countryside",2
"289","the    list",2
"290","the  cherwell",2
"291","the  restaurant <u+0001f35d",2
"292","the  river",2
"293","the  river jumping tradition",2
"294","the  shipton",2
"295","the  town centre",2
"296","the 150th anniversary",2
"297","the beautiful oxfordshire waterways",2
"298","the best features",2
"299","the botanic gardens",2
"300","the cherwell district",2
"301","the cherwell valley line",2
"302","the cherwell william turner",2
"303","the cherwellburrum burnett kolan rivers",2
"304","the countrys drought",2
"305","the doomsday book",2
"306","the dreaming spires",2
"307","the embankment motorway side",2
"308","the fence m40",2
"309","the flood waters",2
"310","the full force",2
"311","the hot weather",2
"312","the latest information",2
"313","the lye valley",2
"314","the magdalen bridge",2
"315","the magdalen bridge boathouse",2
"316","the marston ferry road",2
"317","the marston flyover",2
"318","the met office",2
"319","the met office environment agency",2
"320","the new pavillion",2
"321","the old marston ferry",2
"322","the picturesque river cherwell",2
"323","the playing fields",2
"324","the river avon",2
"325","the river cam",2
"326","the river cherwell alcohol",2
"327","the river cherwell banbury",2
"328","the river commemorate",2
"329","the river oak cottage cherwell",2
"330","the river university parks",2
"331","the school grounds",2
"332","the south oxford canal",2
"333","the subsequent fight",2
"334","the tea hut",2
"335","the thames confluence",2
"336","the the cropredy and banbury areas",2
"337","the tranquil river cherwell oxford",2
"338","the upper and lower levels",2
"339","the vicky arms",2
"340","the village pub garden",2
"341","the wolfson college bridge",2
"342","the woodeaton road",2
"343","this beautiful photo",2
"344","this beautiful sound",2
"345","this wonderful ancient black poplar",2
"346","thousands upon thousands",2
"347","tour andclimb carfax tower",2
"348","two flood warnings",2
"349","update search and rescue cherwell river bundaberg area",2
"350","water eaton road",2
"351","william turner",2
"352","wolfson college oxford",2
"353","your future visit",2
"354","your great escape",2
"355","your sloppy journalism",2
"356","£15m  alleviation scheme",1
"357","<u+0001f4cd>river cherwell",1
"358","<u+0001f4f7> visitheworld river cherwell",1
"359","<u+0001f6a3><u+0001f3fc><u+2764><u+fe0f>  river cherwell",1
"360","<u+0628><u+0639><u+062f><u+0633><u+062a><u+064a>  oxford  river cherwell",1
"361",">    book",1
"362",">  2 bathrooms",1
"363",">  most beautiful architecture",1
"364","010409 est final flood warning",1
"365","013  2 1male 1 fem goosander  river cherwell bardwell road",1
"366","022036 est moderate flood warning",1
"367","022332 est minor flood warning",1
"368","030836 est final flood warning",1
"369","050846 est final flood warning",1
"370","052316 est initial flood warning",1
"371","06 june",1
"372","060719 est final flood warning",1
"373","07 november ad",1
"374","0834 1 december",1
"375","1 university park 2 bank",1
"376","10 oxford colleges",1
"377","1002am 24012018 river cherwell",1
"378","107 year old kilsby",1
"379","1132am 02042018 river cherwell",1
"380","117pm 31032018 river cherwell",1
"381","12th march 2016 river cherwell",1
"382","141013 2348 reports",1
"383","144 900  imm prob 2cy marsh harrier  woodeaton sp526126 flyover",1
"384","1458 magdalen college",1
"385","14th november 2014 jubilee bridge",1
"386","15lb 9oz barbel",1
"387","162003 est initial moderate flood warning",1
"388","1644 sir william waller",1
"389","16th mar 18 oxford canal navigation open towpath",1
"390","17 river cherwell",1
"391","171342 est minor flood warning",1
"392","171715 est minor flood warning",1
"393","171922 est moderate flood warning",1
"394","1754 thomas francis wenman",1
"395","18 dec 2020 duration",1
"396","18 flood alerts",1
"397","180713 est final flood warning",1
"398","181322 est minor flood warning",1
"399","181700 est flood warning",1
"400","1836 good news",1
"401","190824 est final flood warning",1
"402","1967 river cherwell",1
"403","2 punt",1
"404","2 the lodge oxfordshire",1
"405","2 upstream development",1
"406","20 concrete piers",1
"407","20 march 2013 water levels",1
"408","2016 11 gassmann",1
"409","23 times original width",1
"410","2312  male goosander  university parks",1
"411","25  river cherwell",1
"412","261220 severe fines",1
"413","262 930  2 pair goosander",1
"414","27th june river",1
"415","280513 1253 lorry fire",1
"416","2812 1318  mail goosander  university parks river cherwell",1
"417","291 1430  2 1m1f pintail  water eaton water eatonsparsey cherwell",1
"418","2x slow worms",1
"419","3 bedrooms",1
"420","3 daysthis trip",1
"421","3 old drovers roads",1
"422","3 wander handinhand",1
"423","300850 est flood warning",1
"424","300pm  tickets",1
"425","301652 est moderate flood warning",1
"426","302153 est moderate flood warning",1
"427","302223 est minor flood warning",1
"428","310903 est minor flood warning",1
"429","311600 est minor flood warning",1
"430","32 wordsweek spend work time",1
"431","35+ acres",1
"432","3bp hook nortonreal alefood",1
"433","4 male goosander  university parks",1
"434","4 oxfordshire waterways",1
"435","4 slow waters",1
"436","4 tier cv19 alert system",1
"437","4+ years gt",1
"438","5 pupil hector",1
