"","text","n"
"1","the loddon river",496
"2","the river loddon",433
"3","the river thames confluence",271
"4","flood alert lower river loddon",254
"5","lower river loddon",199
"6","moderate flood warning",141
"7","flood alert upper river loddon",101
"8","major flood warning",86
"9","upper river loddon",63
"10","minor flood warning",53
"11","the river chet",48
"12","the lower loddon river",36
"13","normal lower river loddon",32
"14","flood warning river loddon",30
"15","river chet loddon",21
"16","the environment agency",21
"17","the loddon river downstream",21
"18","normal upper river loddon",18
"19","the  river",18
"20","a flood alert",17
"21","a small market town",16
"22","flood alert upper river",16
"23","loddon river sheepwash creek",16
"24","the lower river loddon",16
"25","oneoff residential designs",14
"26","loddons river chet",13
"27","the river thames",13
"28","your own balcony",13
"29","a flood warning",12
"30","loddon river bridge",12
"31","the loddon river laanecoorie",12
"32","community update loddon river",11
"33","gpx powered map directions",11
"34","no onward chain",11
"35","the loddon bridge park",11
"36","cairn curran and laancoorie reservoirs",10
"37","final minor flood warning",10
"38","the ifootpath website",10
"39","john pardey architects",9
"40","loddon river",9
"41","flood community update",8
"42","kerang  flood",8
"43","the first time",8
"44","the loddon river catchment",8
"45","the tidal river yare",8
"46","a major flood warning",7
"47","australian explorer",7
"48","blue green algal bloom loddon river",7
"49","flood alert 130pm",7
"50","high river levels",7
"51","loddon river fish",7
"52","major flood warnings",7
"53","normal river loddon",7
"54","normal upper river",7
"55","the flood alert",7
"56","the river yare",7
"57","12052016 upper river loddon",6
"58","14012016 lower river loddon",6
"59","31032016 lower river loddon",6
"60","902am 28032016 upper river loddon",6
"61","elevated mercury levels",6
"62","flood alert 214pm 26082015 upper river loddon",6
"63","flood alert 802pm 02012016 upper river loddon",6
"64","national park britains",6
"65","rising river levels",6
"66","the car park",6
"67","the george pub",6
"68","wargrave berkshire england",6
"69","waters test levee defence kerang",6
"70","11032016 lower river loddon",5
"71","a  video",5
"72","flood alert 904am 28032016 lower river loddon",5
"73","more detail",5
"74","the river blackwater",5
"75","toxic bluegreen algae",5
"76","051234 edt major flood warning",4
"77","181121 est flood warning",4
"78","284 1310  male wood warbler  dinton pastures",4
"79","a  sandle",4
"80","a modest place",4
"81","candaspe river catchments",4
"82","family duck race",4
"83","hey   river loddon",4
"84","loddon bridge park",4
"85","loddon river candaspe river",4
"86","new flood alert",4
"87","no further action",4
"88","rd bw loddon river",4
"89","river loddon area",4
"90","some 7000 souls",4
"91","the avoca loddon",4
"92","the best bet",4
"93","the bet bet creek",4
"94","the ifootpath app",4
"95","update~~      moderate flood warning",4
"96","£65000 river loddon restoration scheme",3
"97","100841 est flood warning",3
"98","1836    australian explorer",3
"99","a bright dual aspect lounge fitted kitchen master bedroom",3
"100","a flood watch",3
"101","a flooding risk residents",3
"102","a moderate flood warning",3
"103","a modern town",3
"104","a rural town",3
"105","cairn curran reservoir",3
"106","environment agency issue",3
"107","first overlanding venture",3
"108","flood alert river loddon bursts banks",3
"109","initial minor flood warning",3
"110","loddon norfolk broads",3
"111","loddon river avoid",3
"112","loddon river burst banks",3
"113","loddon river laanecoorie",3
"114","loddon river rescue norfolk police",3
"115","many fine buildings",3
"116","new spawning habitat",3
"117","northeast handshire england",3
"118","photo gallery medieval boat",3
"119","rd  2kms west",3
"120","river loddon levels",3
"121","the  catchment",3
"122","the county town",3
"123","the cut paley street",3
"124","the loddon swan",3
"125","the loddon weir",3
"126","the mill house hotel",3
"127","the most polluted rivers",3
"128","the other side",3
"129","the river loddon berkshire",3
"130","the showcase cinema",3
"131","the whole walk",3
"132","trial pumping scheme",3
"133","vic  moderate flood warning",3
"134","winnersh swallowfield residents",3
"135","£425000 guide pricea charming and unique cottage",2
"136","042158 edt initial minor flood warning",2
"137","14lb barbel",2
"138","181431 est flood warning  loddon river",2
"139","1838    eyres",2
"140","2 car acc",2
"141","237 pm edt",2
"142","301839 est initial minor flood warning",2
"143","404 pm edt",2
"144","431 pm edt",2
"145","757 pm edt",2
"146","806 am  expiry date",2
"147","a  playlist",2
"148","a 2 bedroom first floor retirement apartment",2
"149","a 2 car accident",2
"150","a cautionary tale",2
"151","a delicious meal",2
"152","a few hours",2
"153","a free widget",2
"154","a grass snake",2
"155","a scenic stroll",2
"156","a shower room",2
"157","a small town",2
"158","a substantial family home",2
"159","a very dangerous dry weir",2
"160","aerial drone inspection",2
"161","alert flood warning",2
"162","alert loddon flood warning",2
"163","all the rain",2
"164","an  video",2
"165","any flooding risk",2
"166","ark cancer centre",2
"167","baringhup caravan park",2
"168","breaking news man",2
"169","concrete barrier e",2
"170","dead wood shard",2
"171","eastern daily press",2
"172","environment agency issues",2
"173","farm sector aerial view",2
"174","flickr loddon river",2
"175","goulburnmurray water coliban water bureau",2
"176","green bridge",2
"177","hazard fallen tree",2
"178","healthy murray cod",2
"179","its my opinion",2
"180","its near bramerton",2
"181","lea farm",2
"182","loddon catchment partnership",2
"183","loddon river cairn curran",2
"184","loddon river catchment",2
"185","loddon river downstream",2
"186","loddon river expedition",2
"187","loddon river loddon weir",2
"188","loddon river rescue",2
"189","loddon river views",2
"190","loddons river chet  news",2
"191","m1 princes mwy",2
"192","m4 safety barrier 10 dec",2
"193","male wood warbler  dinton pastures",2
"194","moderate flood warnings",2
"195","mp and cabinet minister maria miller",2
"196","near loddon river",2
"197","new flood front",2
"198","no further peaks",2
"199","nsw  road",2
"200","one flood alert",2
"201","one great story",2
"202","our river loddon",2
"203","ph 1 river loddon bridge",2
"204","ph 2 central steel",2
"205","rd guildford  road closed flooding",2
"206","ride car park",2
"207","river celebration event",2
"208","river chet loddon norfolk",2
"209","river cruise book",2
"210","river loddon bridge",2
"211","river loddon fish bypass",2
"212","road bridge pillar",2
"213","rt vicemergency moderate flood warning",2
"214","sale 4 bed cottage",2
"215","side public footpath",2
"216","six times the legal level",2
"217","st patricks stream",2
"218","swallowfield arborfield shinfield barkham lower earley",2
"219","the  loddon",2
"220","the  national park britains",2
"221","the central murray region",2
"222","the chedgrave and loddon border footsteps",2
"223","the city mill hill",2
"224","the county flower",2
"225","the first place",2
"226","the ghillies cottage",2
"227","the health departments",2
"228","the last few years",2
"229","the last time",2
"230","the lasting effects",2
"231","the loddon catchment partnership",2
"232","the loddon river ds",2
"233","the loddon river system",2
"234","the loddon river town",2
"235","the loddon rivers",2
"236","the loddon road",2
"237","the loddon shire",2
"238","the loddon valley park",2
"239","the lovely river loddon",2
"240","the many independent shops",2
"241","the medieval boat",2
"242","the mighty loddon river",2
"243","the mighty river loddon",2
"244","the mill sw",2
"245","the minor flood level",2
"246","the moat house",2
"247","the murray river",2
"248","the narula house",2
"249","the norfolk broads",2
"250","the old river",2
"251","the rising loddon river",2
"252","the river kennet",2
"253","the river level",2
"254","the river lodden",2
"255","the river loddons",2
"256","the river london",2
"257","the river pang",2
"258","the thames valley",2
"259","the top tweeters",2
"260","this 1 minute video",2
"261","this attractive 4 bed detached property commands",2
"262","two major waterways",2
"263","up to five days",2
"264","update~~      major flood warning",2
"265","vic  major flood warning",2
"266","your local river loddon",2
"267","$35k  funding for  loddon river canoe trail project  bridgewater",1
"268","£5million programme",1
"269","<u+0001f41f> arboretum dam",1
"270","<u+0001f41f> lake",1
"271","<u+0001f4cd>river kennet",1
"272",">            swallowfield",1
"273",">    ea",1
"274",">    loddon norfolk",1
"275",">    loddon river furnihurst weir",1
"276","> ©ellen",1
"277","> seven creeks euroa",1
"278",">amazing wallaby colony",1
"279","011046 est final flood warning",1
"280","041016 100 pm",1
"281","050745 edt major flood warning",1
"282","06012016 lower river loddon",1
"283","0830am river loddon",1
"284","0909 1 march",1
"285","0956 19 january",1
"286","1 6 km",1
"287","1 or 2 barbel",1
"288","10 day spring environmental flow",1
"289","10 hour bridgewater siege",1
"290","10 year anniversary",1
"291","1013 30 december",1
"292","1051 13 march",1
"293","10lb 5oz",1
"294","11 october loddon river walk leaders",1
"295","12  grints",1
"296","1210 50 waxwing river loddon sandford  lst  prob",1
"297","1252 23 december",1
"298","130 free entry profits",1
"299","1330 bank holiday mon",1
"300","15 hour search",1
"301","15000    avoca river",1
"302","1551 21 june",1
"303","1744 5 march",1
"304","1747 8 march",1
"305","1748 ramble no 23  hurst village and river loddon",1
"306","1804 11 march",1
"307","1806 20 june",1
"308","185  2 crane  river loddon",1
"309","1856 27 december",1
"310","1871 my derbyshire",1
"311","19 murray cod",1
"312","1923 1 march",1
"313","1st early guides",1
"314","1st year degree students",1
"315","1x arrest",1
"316","2  river loddon chubtop big fish",1
"317","2 guest presenters lunch",1
"318","2 river loddon wey thames",1
"319","2 year candaign",1
"320","2003   one casualty",1
"321","2004 15 december",1
"322","20171217 | top rope",1
"323","2120 16 february",1
"324","22022011 single bird",1
"325","24lb river",1
"326","26042014  loddon",1
"327","27062015 river kayaking",1
"328","28 nov 2019 duration",1
"329","3 more rivers",1
"330","3 or 4 hours",1
"331","31032018 lower river loddon",1
"332","33km round trip",1
"333","34 km 33 min",1
"334","3rd 2014 church",1
"335","3rd great grandfather",1
"336","4 flood warnings",1
"337","4 poppy 36 moose river",1
"338","4 spot chaser emperor",1
"339","4 the folks",1
"340","4 x boat owners",1
"341","40 native fish",1
"342","400 earley residents",1
"343","42 otter 45 maiden voyage",1
"344","47 year old man",1
"345","4lb 6oz",1
"346","4th checkpoint loddon river",1
"347","5000   big meran lake",1
"348","5000 <u+0001f41f> loddon river",1
"349","500pm  wonderful opportunity",1
"350","50mph limit",1
"351","55lb barbel",1
"352","5dd united kingdom",1
"353","630 pm edt",1
"354","6lb 8oz 6lb",1
"355","7 cettis 8 parties",1
"356","8 central vic schools",1
"357","807pm 30032018 upper river loddon",1
"358","9881188 quickdial 173209 crap",1
"359","a  bluewinged olive dun",1
"360","a  bypass",1
"361","a  lunch",1
"362","a 10lb 1oz barbel",1
"363","a 10lb 4oz",1
"364","a 12yearold girl",1
"365","a 3lb  river itchen",1
"366","a 4km wide floodplain",1
"367","a 4x4 drives",1
"368","a 60s era kerang",1
"369","a 6lb 12oz",1
"370","a 900 year old boat",1
"371","a bad case",1
"372","a bad smash",1
"373","a beautiful backdrop",1
"374","a beautiful location",1
"375","a beautiful rainbow",1
"376","a beautiful smooth layer",1
"377","a beccles road",1
"378","a big chub",1
"379","a big parka",1
"380","a bike flytipping",1
"381","a biodiversity action plan species",1
"382","a biodiversity report",1
"383","a blackwater threat",1
"384","a blast canding",1
"385","a blurry vista gorgeous greys",1
"386","a boat trip",1
"387","a brick keel",1
"388","a bridgewater dream",1
"389","a brief visit",1
"390","a busy day",1
"391","a canding ground",1
"392","a carnival procession",1
"393","a chalk river",1
"394","a chartered environmentalist",1
"395","a cheeky pint",1
"396","a chicken broiler farm",1
"397","a chickenduck farm",1
"398","a chub video",1
"399","a cold drink",1
"400","a community hall church and caravan park",1
"401","a commuter train",1
"402","a contemporary residence",1
"403","a controlled diversion",1
"404","a controlled flow",1
"405","a converted flour mill",1
"406","a cool winter",1
"407","a couple flybys",1
"408","a daily paper",1
"409","a deserted village church",1
"410","a detailed water quality model",1
"411","a devastating counterattack",1
"412","a diesel driven pump",1
"413","a different river",1
"414","a dire state",1
"415","a disused gold mine",1
"416","a dozen dace",1
"417","a draft master plan",1
"418","a drained irrigation channel",1
"419","a drum roll lots",1
"420","a dry week",1
"421","a fallen willow",1
"422","a falling branch",1
